Submission Id,Final Score,Grader's comments,"Part 1, Question 1, Response","Part 1, Question 1, Grader's comments","Part 1, Question 2, Response","Part 1, Question 2, Grader's comments","Part 1, Question 3, Response","Part 1, Question 3, Grader's comments","Part 1, Question 4, Response","Part 1, Question 4, Grader's comments","Part 1, Question 5, Response","Part 1, Question 5, Grader's comments","Part 1, Question 6, Response","Part 1, Question 6, Grader's comments","Part 1, Question 7, Response","Part 1, Question 7, Grader's comments","Part 1, Question 8, Response","Part 1, Question 8, Grader's comments","Part 1, Question 9, Response","Part 1, Question 9, Grader's comments","Part 1, Question 10, Response","Part 1, Question 10, Grader's comments","Part 1, Question 11, Response","Part 1, Question 11, Grader's comments","Part 1, Question 12, Response","Part 1, Question 12, Grader's comments","Part 1, Question 13, Response","Part 1, Question 13, Grader's comments","Part 1, Question 14, Response","Part 1, Question 14, Grader's comments","Part 1, Question 15, Response","Part 1, Question 15, Grader's comments","Part 1, Question 16, Response","Part 1, Question 16, Grader's comments","Part 1, Question 17, Response","Part 1, Question 17, Grader's comments","Part 1, Question 18, Response","Part 1, Question 18, Grader's comments","Part 1, Question 19, Response","Part 1, Question 19, Grader's comments","Part 1, Question 20, Response","Part 1, Question 20, Grader's comments","Part 1, Question 21, Response","Part 1, Question 21, Grader's comments","Part 1, Question 22, Response","Part 1, Question 22, Grader's comments","Part 1, Question 23, Response","Part 1, Question 23, Grader's comments","Part 1, Question 24, Response","Part 1, Question 24, Grader's comments","Part 1, Question 25, Response","Part 1, Question 25, Grader's comments","Part 1, Question 26, Response","Part 1, Question 26, Grader's comments","Part 1, Question 27, Response","Part 1, Question 27, Grader's comments","Part 1, Question 28, Response","Part 1, Question 28, Grader's comments","Part 1, Question 29, Response","Part 1, Question 29, Grader's comments","Part 1, Question 30, Response","Part 1, Question 30, Grader's comments","Part 1, Question 31, Response","Part 1, Question 31, Grader's comments","Part 1, Question 32, Response","Part 1, Question 32, Grader's comments","Part 1, Question 33, Response","Part 1, Question 33, Grader's comments","Part 1, Question 34, Response","Part 1, Question 34, Grader's comments","Part 1, Question 35, Response","Part 1, Question 35, Grader's comments","Part 1, Question 36, Response","Part 1, Question 36, Grader's comments","Part 1, Question 37, Response","Part 1, Question 37, Grader's comments","Part 1, Question 38, Response","Part 1, Question 38, Grader's comments","Part 1, Question 39, Response","Part 1, Question 39, Grader's comments","Part 1, Question 40, Response","Part 1, Question 40, Grader's comments","Part 1, Question 41, Response","Part 1, Question 41, Grader's comments","Part 1, Question 42, Response","Part 1, Question 42, Grader's comments","Part 1, Question 43, Response","Part 1, Question 43, Grader's comments","Part 1, Question 44, Response","Part 1, Question 44, Grader's comments","Part 1, Question 45, Response","Part 1, Question 45, Grader's comments","Part 1, Question 46, Response","Part 1, Question 46, Grader's comments","Part 1, Question 47, Response","Part 1, Question 47, Grader's comments","Part 1, Question 48, Response","Part 1, Question 48, Grader's comments","Part 1, Question 49, Response","Part 1, Question 49, Grader's comments","Part 1, Question 50, Response","Part 1, Question 50, Grader's comments","Part 1, Question 51, Response","Part 1, Question 51, Grader's comments","Part 1, Question 52, Response","Part 1, Question 52, Grader's comments","Part 1, Question 53, Response","Part 1, Question 53, Grader's comments"
649619,0,,1: 0,,Southwest,,Sophomore,,Black,,West,,Basketball,,hell yes,,none of these,,Facebook,,yes,,1: 1,,1: 3,,1: 0,,All three,,none,,1: 7,,1: 17,,1: 5,,What even is the Perimeter ,,The Loop,,1: 4,,Yes,,Sriracha,,no,,"no, I was not eligible due to age or citizenship status",,SLG,,Time,,1: 12,,1: 1,,1: 1,,1: 2,,Coke,,Joey,,4,,House Stark,,House of Cards,,Burrito Bowl,,Jigglypuff,,1: 5,,Pepperjack,,Dog,,Cookout,,vanilla,,Chamas,,Shhhhh….,,No,,Clean Laundry,,1: 45,,watery pasta,,Harry Potter,,Harry Potter,,Slytherin (because I’ll cut you),,1: 0,
649620,0,,1: 3,,Southeast,,First-year,,Brown,,East,,Basketball,,meh,,none of these,,Instagram,,yes,,1: 3,,1: 1,,1: 2,,Nutella,,none,,1: 2,,1: 14,,1: 1,,What even is the Perimeter ,,Divinity Refectory,,1: 1,,Yes,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 1,,1: 1,,1: 10,,1: 2,,Coke,,Rachel,,1,,I don’t know what you are talking about.,,Gilmore Girls,,Burrito,,Charizard,,1: 6,,Cheddar,,Dog,,Cookout,,chocolate,,Chipotle,,No,,No,,Old Spice/Axe/Perfume,,1: 52,,watery pasta,,Twilight,,Harry Potter,,Gryffindor (because I’m a badass),,1: 3,
649695,0,,No Answer,,Midwest,,First-year,,Brown,,East,,Basketball,,hell yes,,Beyonce,,Instagram,,no,,1: 2,,1: 1,,1: 1,,Some combination of two,,blue,,1: 10,,1: 16,,1: 4,,What even is the Perimeter ,,Divinity Refectory,,1: 2,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 8,,1: 2,,1: 5,,1: 5,,Coke,,Chandler,,3,,I don’t know what you are talking about.,,House of Cards,,Burrito Bowl,,Venusaur,,1: 7,,Feta,,Dog,,Pizza,,vanilla,,Parker and Otis,,No,,No,,Clean Laundry,,1: 50,,watery pasta,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 0,
649774,0,,1: 2,,Southeast,,First-year,,Brown,,East,,Soccer,,meh,,none of these,,Instagram,,it’s complicated,,1: 2,,1: 2,,1: 2,,Peanut butter,,black,,1: 8,,1: 15,,1: 1,,What even is the Perimeter ,,Divinity Refectory,,1: 2,,No,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Outer space,,1: 10,,1: 0,,1: 1,,1: 0,,Neither they’re nasty,,Chandler,,4,,I don’t know what you are talking about.,,House of Cards,,Burrito,,Charizard,,1: 6,,Blue,,Dog,,Cosmic,,sour,,Cosmic,,No,,Yes,,Pine,,1: 65,,watery pasta,,Lord of the Rings/Hobbit,,Lord of the Rings,,Ravenclaw (because I’m better than you),,1: 2,
649944,0,,1: 1,,Pacific Northwest,,Junior,,Black,,Central,,Soccer,,meh,,none of these,,Facebook,,no,,1: 0,,1: 2,,1: 3,,Some combination of two,,none,,1: 11,,1: 14,,1: 2,,What even is the Perimeter ,,Other,,1: 20,,Yes,,Honey Mustard,,no,,yes,,Greek life,,Time,,1: 15,,1: 2,,1: 0,,1: 0,,Coke,,Chandler,,4,,House Tyrell,,House of Cards,,Burrito Bowl,,Jigglypuff,,1: 5,,Pepperjack,,Dog,,Pitchforks,,chocolate,,Chipotle,,No,,No,,Sharpie,,1: 47,,powdered eggs,,Game of Thrones,,Harry Potter,,Slytherin (because I’ll cut you),,1: 8,
649966,0,,1: 1,,Southeast,,First-year,,Brown,,East,,Basketball,,hell yes,,none of these,,Snapchat,,it’s complicated,,1: 1,,1: 1,,1: 1,,Peanut butter,,unsure,,1: 11,,1: 12,,1: 1,,What even is the Perimeter ,,The Loop,,1: 100,,Yes,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 4,,1: 2,,1: 5,,1: 5,,Pepsi,,Rachel,,3,,I don’t know what you are talking about.,,House of Cards,,Burrito,,Charizard,,1: 3,,None of the above,,Dog,,Cookout,,vanilla,,Cosmic,,No,,No,,Clean Laundry,,1: 51,,chocolate covered crickets,,Harry Potter,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 1,
649973,0,,No Answer,,New England,,Junior,,Black,,West,,Soccer,,hell yes,,Beyonce,,Instagram,,no,,1: 2,,1: 3,,1: 2,,Peanut butter,,unsure,,1: 10+,,1: 15,,1: 20,,What even is the Perimeter ,,Edens Cafe (lol),,1: 8,,Yes,,Sriracha,,no,,yes,,Greek life,,Time,,1: 3,,1: 1,,1: 3,,1: 2,,Coke,,Monica,,4,,House Stark,,Friends,,Burrito Bowl,,Charizard,,1: 8,,Goat,,Dog,,Pizza,,vanilla,,Harris Teeter’s,,Sometimes,,Yes,,Clean Laundry,,1: 50,,watery pasta,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 2,
649974,0,,1: 13,,California,,First-year,,Brown,,East,,Basketball,,yes,,Beyonce,,Instagram,,no,,1: 2,,1: 2,,1: 0,,Peanut butter,,black,,1: 5,,1: 14,,1: 2,,Inside,,The Loop,,1: 4,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 9,,1: 4,,1: 3,,1: 3,,Coke,,Joey,,2,,House Targaryen,,How I Met Your Mother,,Burrito,,Rayquaza,,1: 5,,Brie,,Dog,,Cosmic,,chocolate,,Chipotle,,Sometimes,,No,,Old Spice/Axe/Perfume,,1: 45,,powdered eggs,,Lord of the Rings/Hobbit,,Harry Potter,,Gryffindor (because I’m a badass),,1: 0,
649978,0,,1: 2,,Southeast,,First-year,,Black,,East,,Basketball,,no,,none of these,,Snapchat,,no,,1: 0,,1: 1,,1: 1,,Nutella,,none,,1: 4,,1: 10,,1: 1,,What even is the Perimeter ,,Other,,1: 1,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Athletic Team,,Time,,1: 1,,1: 3,,1: 5,,1: 3,,Neither they’re nasty,,Ross,,3,,House Targaryen,,How I Met Your Mother,,Burrito,,Charizard,,1: 12,,None of the above,,Cat,,Pizza,,chocolate,,Chipotle,,No,,Yes,,Old Spice/Axe/Perfume,,1: 2,,powdered eggs,,Game of Thrones,,Game of Thrones,,Ravenclaw (because I’m better than you),,1: 52,
649980,0,,1: 2,,New England,,Sophomore,,Brown,,West,,Soccer,,meh,,none of these,,Facebook,,no,,1: 2,,1: 3,,1: 0,,Nutella,,none,,1: 15,,1: 19,,1: 1,,What even is the Perimeter ,,Other,,1: 4,,No,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 1,,1: 0,,1: 0,,1: 5,,Neither they’re nasty,,Phoebe,,4,,I don’t know what you are talking about.,,Gilmore Girls,,Salad,,Jigglypuff,,1: 4,,None of the above,,Dog,,Pitchforks,,other,,Chamas,,No,,Yes,,Clean Laundry,,1: 50,,the giant roasted hog,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 0,
649983,0,,1: 0,,Southeast,,First-year,,Brown,,East,,Basketball,,yes,,none of these,,Instagram,,no,,1: 2,,1: 1,,1: 0,,Peanut butter,,unsure,,1: 1,,1: 15,,1: 2,,What even is the Perimeter ,,Divinity Refectory,,1: 7,,Yes,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 8,,1: 3,,1: 0,,1: 3,,Coke,,Phoebe,,1,,House Stark,,Friends,,Burrito Bowl,,Jigglypuff,,1: 6,,Brie,,I’m not an animal person,,Pizza,,chocolate,,Parker and Otis,,No,,No,,Bakery,,1: 49,,powdered eggs,,Game of Thrones,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 1,
649996,0,,No Answer,,Southeast,,Sophomore,,Brown,,Central,,Soccer,,hell yes,,Beyonce,,Instagram,,no,,1: 2,,1: 2,,1: 3,,Some combination of two,,none,,1: 8,,1: 14,,1: 4,,N/A,,Edens Cafe (lol),,1: 45,,Yes,,Ketchup,,no,,"no, I was eligible but chose not to vote",,Greek life,,Outer space,,1: 4,,1: 2,,1: 10,,1: 0,,Pepsi,,Phoebe,,2,,House Targaryen,,Breaking Bad,,Burrito Bowl,,Charizard,,1: 5,,Goat,,Cat,,Cosmic,,chocolate,,Parker and Otis,,Sometimes,,Yes,,Pine,,1: 56,,watery pasta,,Harry Potter,,Game of Thrones,,Gryffindor (because I’m a badass),,1: 7,
650001,0,,1: 0,,New England,,Junior,,Black,,West,,Soccer,,yes,,none of these,,Instagram,,no,,1: 1,,1: 3,,1: 6,,Nutella,,white,,1: 10,,1: 17,,1: 4,,What even is the Perimeter ,,The Loop,,1: 10,,Yes,,Honey Mustard,,no,,yes,,SLG,,Time,,1: 16,,1: 3,,1: 5,,1: 3,,Coke,,Rachel,,3,,I don’t know what you are talking about.,,Gilmore Girls,,Burrito Bowl,,Charizard,,1: 4,,Brie,,Cat,,Pitchforks,,chocolate,,Chamas,,Yes,,Yes,,Clean Laundry,,1: 54,,watery pasta,,Harry Potter,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 5,
650002,0,,1: 2,,Southeast,,First-year,,Brown,,East,,Basketball,,yes,,none of these,,Snapchat,,no,,1: 3,,1: 1,,1: 4,,Some combination of two,,none,,1: 7,,1: 12,,1: 2,,What even is the Perimeter ,,The Loop,,1: 4,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Athletic Team,,Time,,1: 1,,1: 0,,1: 14,,1: 6,,Pepsi,,Ross,,7,,House Tyrell,,How I Met Your Mother,,Burrito,,Jigglypuff,,1: 4,,Goat,,Dog,,Cosmic,,vanilla,,Chipotle,,No,,No,,Clean Laundry,,1: 52,,powdered eggs,,Lord of the Rings/Hobbit,,Harry Potter,,Gryffindor (because I’m a badass),,1: 6,
650004,0,,1: 1,,New England,,Sophomore,,Brown,,West,,I don’t watch sports,,hell yes,,none of these,,Instagram,,no,,1: 1,,1: 2,,1: 2,,Nutella,,white,,1: 10,,1: 14,,1: 5,,What even is the Perimeter ,,Divinity Refectory,,1: 8,,Yes,,Sriracha,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 8,,1: 0,,1: 4,,1: 4,,Coke,,Rachel,,2,,I don’t know what you are talking about.,,House of Cards,,Burrito Bowl,,Jigglypuff,,1: 4,,Brie,,Dog,,Cosmic,,fruity,,Parker and Otis,,No,,No,,Clean Laundry,,1: 50,,powdered eggs,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 1,
650077,0,,1: 1,,New England,,Sophomore,,Brown,,West,,Basketball,,meh,,none of these,,Snapchat,,no,,1: 3,,1: 3,,1: 2,,Nutella,,blue,,1: 11,,1: 15,,1: 3,,What even is the Perimeter ,,Other,,1: 10,,Yes,,Sriracha,,no,,"no, I was not eligible due to age or citizenship status",,Athletic Team,,Outer space,,1: 1,,1: 2,,1: 3,,1: 1,,Coke,,Chandler,,3,,I don’t know what you are talking about.,,Gilmore Girls,,Burrito Bowl,,Charizard,,1: 3,,Goat,,Dog,,Cookout,,chocolate,,Chipotle,,No,,Yes,,Clean Laundry,,1: 53,,chocolate covered crickets,,Hunger Games,,Harry Potter,,Gryffindor (because I’m a badass),,1: 4,
650087,0,,1: 0,,Southeast,,First-year,,Brown,,East,,Soccer,,hell yes,,Kanye West,,Vine,,no,,1: 1,,1: 3,,1: 2,,Some combination of two,,unsure,,1: 12,,1: 16,,1: 10,,Inside,,Other,,1: 2,,Yes,,Sriracha,,yes,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 9,,1: 2,,1: 0,,1: 2,,Neither they’re nasty,,Chandler,,4,,I don’t know what you are talking about.,,Breaking Bad,,Burrito Bowl,,Jigglypuff,,1: 5,,Pepperjack,,Dog,,Pizza,,sweet-and-salty,,Chipotle,,Yes,,Yes,,Pine,,1: 51,,chocolate covered crickets,,Lord of the Rings/Hobbit,,Lord of the Rings,,Gryffindor (because I’m a badass),,1: 2,
650100,0,,1: 2,,Midwest,,Sophomore,,Black,,West,,I don’t watch sports,,hell yes,,Beyonce,,Facebook,,no,,1: 2,,1: 1,,1: 1,,Nutella,,none,,1: 13,,1: 15,,1: 3,,All of the Above,,Divinity Refectory,,1: 12,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Outer space,,1: 3,,1: 2,,1: 3,,1: 2,,Coke,,Chandler,,3,,House Targaryen,,Battlestar Galactica,,Quesadilla,,Rayquaza,,No Answer,,Brie,,Dog,,Cookout,,chocolate,,Chamas,,No,,Yes,,Clean Laundry,,1: 50,,watery pasta,,Lord of the Rings/Hobbit,,Game of Thrones,,Gryffindor (because I’m a badass),,1: .4,
650240,0,,1: 3,,Mid-Atlantic,,First-year,,Blonde,,East,,I don’t watch sports,,hell yes,,Kendrick Lamar,,Instagram,,it’s complicated,,1: 0,,1: 2,,1: 0,,Some combination of two,,none,,1: 5,,1: 15,,1: 2,,What even is the Perimeter ,,Edens Cafe (lol),,1: 59999,,No,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,SLG,,Time,,1: 1,,1: 1,,1: 2,,1: 0,,Coke,,Monica,,2,,House Targaryen,,Battlestar Galactica,,Burrito Bowl,,Rayquaza,,1: 5?,,Cheddar,,Dog,,Cookout,,sweet-and-salty,,Harris Teeter’s,,Sometimes,,Yes,,Pine,,1: 56,,chocolate covered crickets,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 5,
650265,0,,1: Zero,,California,,Junior,,Blonde,,Off campus,,Other,,I don’t care. #teamnicki,,Taylor swift,,Instagram,,yes,,1: Two,,1: One,,1: Zero,,Some combination of two,,unsure,,1: Ten,,1: Ten,,1: Five,,Outside,,None of the above,,1: Two,,No,,Maple Syrup,,no,,"no, I was eligible but chose not to vote",,Athletic Team,,Time,,1: One,,1: Three,,1: Two,,1: Ten,,Coke,,Rachel,,4,,House Lannister,,House of Cards,,Burrito Bowl,,Jigglypuff,,1: Idk,,Brie,,Dog,,Pitchforks,,chocolate,,Satisfactions,,Sometimes,,No,,Pizza,,1: Sixty,,watery pasta,,Lord of the Rings/Hobbit,,Lord of the Rings,,Slytherin (because I’ll cut you),,1: Ten,
650286,0,,No Answer,,New England,,Junior,,Black,,West,,I don’t watch sports,,hell yes,,Taylor swift,,Youtube,,no,,1: 1,,1: 2,,1: 2,,None,,none,,1: 5,,1: 12,,1: 5,,What even is the Perimeter ,,Other,,1: 6,,Yes,,Honey Mustard,,no,,yes,,Athletic Team,,Time,,1: 1,,1: 0,,1: 2,,1: 0,,Neither they’re nasty,,Rachel,,3,,House Targaryen,,How I Met Your Mother,,Margarita (no food),,Charizard,,1: 7,,Goat,,Dog,,Jimmy John’s,,fruity,,Parker and Otis,,Shhhhh….,,Yes,,Pine,,1: 53,,powdered eggs,,Lord of the Rings/Hobbit,,Lord of the Rings,,Gryffindor (because I’m a badass),,1: 2,
650287,0,,1: 1,,California,,Sophomore,,Brown,,West,,Basketball,,hell yes,,none of these,,Facebook,,no,,1: 2,,1: 2,,1: 2,,Some combination of two,,none,,1: 10,,1: 12,,1: 6,,What even is the Perimeter ,,Other,,1: 10,,Yes,,Soy Sauce,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Outer space,,1: 10,,1: 1,,1: 15,,1: 0,,Coke,,Chandler,,4,,House Targaryen,,Gilmore Girls,,Burrito Bowl,,Jigglypuff,,1: no idea,,Goat,,Dog,,Cookout,,vanilla,,Cosmic,,No,,No,,Bakery,,1: 55,,chocolate covered crickets,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 1,
650493,0,,1: 2,,New England,,Senior,,Brown,,Off campus,,Soccer,,hell yes,,none of these,,Facebook,,no,,1: 1,,1: 1,,1: 4,,Some combination of two,,none,,1: 12,,1: 17,,1: 10,,What even is the Perimeter ,,The Loop,,1: 10,,Yes,,Sriracha,,no,,yes,,Independent,,Outer space,,1: 5,,1: 1,,1: 2,,1: 0,,Neither they’re nasty,,Rachel,,4,,House Stark,,Gilmore Girls,,Burrito,,Charizard,,1: 6,,Brie,,Dog,,No Answer,,sweet-and-salty,,Parker and Otis,,No,,No,,Pine,,1: 60.5,,No Answer,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 0,
650509,0,,1: 0,,Mid-Atlantic,,First-year,,Brown,,East,,Basketball,,no,,none of these,,Facebook,,yes,,1: 0,,1: 2,,1: 3,,Some combination of two,,blue,,1: 8,,1: 17,,1: 3,,Outside,,Blue Express,,1: 10,,No,,Ketchup,,no,,yes,,Independent,,Time,,1: 3,,1: 3,,1: 3,,1: 4,,Coke,,Gunther,,3,,I don’t know what you are talking about.,,Breaking Bad,,Burrito Bowl,,Rayquaza,,1: 4,,None of the above,,I’m not an animal person,,Jimmy John’s,,sweet-and-salty,,Parker and Otis,,No,,Yes,,Clean Laundry,,1: 50,,watery pasta,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 7,
650548,0,,1: 1,,Midwest,,Sophomore,,Brown,,West,,Basketball,,no,,Kanye West,,Yikyak,,no,,1: 2,,1: 2,,1: 1,,Some combination of two,,none,,1: 2,,1: 17,,1: 1,,N/A,,Edens Cafe (lol),,1: 69,,No,,Sriracha,,no,,"no, I was eligible but chose not to vote",,Independent,,Time,,1: 14,,1: 0,,1: 0,,1: 3,,Coke,,Rachel,,2,,I don’t know what you are talking about.,,Friends,,Burrito Bowl,,Blastoise,,1: 75,,Pepperjack,,I’m not an animal person,,Pizza,,chocolate,,Chipotle,,Shhhhh….,,No,,Old Spice/Axe/Perfume,,1: 50,,watery pasta,,Harry Potter,,Legend of Zelda,,Ravenclaw (because I’m better than you),,No Answer,
650853,0,,1: 0,,Mid-Atlantic,,Senior,,Brown,,West,,I don’t watch sports,,no,,none of these,,Facebook,,no,,1: 0,,1: 1,,1: 0,,None,,blue,,1: 4,,1: NA,,1: 10,,What even is the Perimeter ,,None of the above,,1: 5,,No,,Ketchup,,no,,"no, I was eligible but chose not to vote",,Independent,,Time,,1: 5,,1: 0,,1: 6,,1: 0,,Pepsi,,Joey,,2,,I don’t know what you are talking about.,,Friends,,Salad,,Jigglypuff,,1: 5,,None of the above,,Cat,,Cookout,,I don’t eat dessert because I don’t like fun,,No Answer,,No,,No,,Clean Laundry,,1: 61,,watery pasta,,Lord of the Rings/Hobbit,,Lord of the Rings,,Ravenclaw (because I’m better than you),,1: 0,
650964,0,,1: 0,,Southeast,,First-year,,Black,,East,,Basketball,,hell yes,,Beyonce,,Twitter,,no,,1: 3,,1: 1,,1: 0,,Peanut butter,,black,,1: 0,,1: NA,,1: 1,,What even is the Perimeter ,,Divinity Refectory,,1: 3,,No,,Soy Sauce,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 16,,1: 1,,1: 1,,1: 1,,Coke,,Ross,,1,,I don’t know what you are talking about.,,How I Met Your Mother,,Burrito Bowl,,Charizard,,1: 5,,Pepperjack,,Dog,,Pizza,,chocolate,,Chipotle,,No,,Yes,,Pizza,,1: 50,,the giant roasted hog,,Lord of the Rings/Hobbit,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 0,
651252,0,,1: 1,,New England,,First-year,,Blonde,,East,,Soccer,,yes,,Beyonce,,Instagram,,yes,,1: 2,,1: 2,,1: 2,,Nutella,,unsure,,1: 25,,1: 17,,1: 0,,What even is the Perimeter ,,The Loop,,1: 5,,Yes,,Honey Mustard,,no,,"no, I was eligible but chose not to vote",,Greek life,,Time,,1: 8,,1: 1,,1: 3,,1: 1,,Pepsi,,Rachel,,6,,I don’t know what you are talking about.,,Friends,,Burrito Bowl,,Jigglypuff,,1: 6,,Blue,,Dog,,Cookout,,fruity,,Chipotle,,No,,Yes,,Bakery,,1: 51,,watery pasta,,Lord of the Rings/Hobbit,,Lord of the Rings,,Gryffindor (because I’m a badass),,1: 1,
653208,0,,1: 1,,Southeast,,First-year,,Brown,,East,,Basketball,,no,,none of these,,Snapchat,,it’s complicated,,1: 1,,1: 3,,1: 0,,Jelly,,none,,1: 35,,1: 17,,1: 0,,What even is the Perimeter ,,None of the above,,1: 5,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Athletic Team,,Time,,1: 14,,1: 0,,1: 16,,1: 3,,No preference,,Joey,,7,,House Targaryen,,House of Cards,,Burrito Bowl,,Charizard,,1: 5,,None of the above,,Dog,,Cookout,,other,,Chipotle,,No,,No,,Clean Laundry,,1: 58,,watery pasta,,Game of Thrones,,Game of Thrones,,Hufflepuff (because I’m good at something),,1: 0,
653210,0,,1: 1,,Southwest,,Senior,,Brown,,Off campus,,Basketball,,meh,,Taylor swift,,Instagram,,no,,1: 2,,1: 3,,1: 1,,Nutella,,none,,1: 2,,1: 0,,1: 10,,What even is the Perimeter ,,None of the above,,1: 10,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Athletic Team,,Time,,1: 1,,1: 0,,1: 0,,1: 2,,Coke,,Chandler,,2,,I don’t know what you are talking about.,,Friends,,Burrito Bowl,,Jigglypuff,,1: 6,,Pepperjack,,Dog,,Cookout,,other,,Parker and Otis,,No,,Yes,,Bakery,,1: 62,,watery pasta,,Hunger Games,,Harry Potter,,Gryffindor (because I’m a badass),,1: 2,
653303,0,,1: 0,,Not from the US,,First-year,,Black,,East,,Other,,yes,,Taylor swift,,Snapchat,,no,,1: 1,,1: 2,,1: 1,,Nutella,,none,,1: 15,,1: 12,,1: 5,,What even is the Perimeter ,,Other,,1: 12,,Yes,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Athletic Team,,Time,,1: 1,,1: 1,,1: 5,,1: 0,,No preference,,Rachel,,5,,I don’t know what you are talking about.,,Friends,,Burrito Bowl,,Charizard,,1: 10,,None of the above,,Dog,,Pizza,,chocolate,,Cosmic,,Sometimes,,No,,Clean Laundry,,1: 48,,watery pasta,,Harry Potter,,Harry Potter,,Slytherin (because I’ll cut you),,1: 1,
653697,0,,1: 2,,Not from the US,,First-year,,Brown,,East,,Soccer,,no,,none of these,,Snapchat,,no,,1: 3,,1: 2,,1: 0,,Some combination of two,,none,,1: 23,,1: NA,,1: 0,,What even is the Perimeter ,,Divinity Refectory,,1: 30,,No,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 7,,1: 0,,1: 5,,1: 0,,Coke,,Phoebe,,3,,I don’t know what you are talking about.,,How I Met Your Mother,,Burrito,,Charizard,,1: 5,,Cheddar,,Dog,,Cookout,,chocolate,,Chipotle,,No,,Yes,,Bakery,,1: 52,,powdered eggs,,Lord of the Rings/Hobbit,,Lord of the Rings,,Hufflepuff (because I’m good at something),,1: 0,
655223,0,,1: 0,,Not from the US,,First-year,,Black,,East,,Basketball,,meh,,none of these,,Facebook,,yes,,1: 0,,1: 3,,1: 0,,Nutella,,none,,1: 2,,1: NA,,1: 1,,What even is the Perimeter ,,Divinity Refectory,,1: 4,,No,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 2,,1: 1,,1: 4,,1: 0,,Coke,,Ross,,2,,I don’t know what you are talking about.,,Breaking Bad,,Burrito Bowl,,Charizard,,1: 6,,None of the above,,No Answer,,Pizza,,chocolate,,Chipotle,,Sometimes,,Yes,,Bakery,,No Answer,,salad bar,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 0,
655229,0,,1: 0,,Southwest,,Sophomore,,Black,,West,,Basketball,,meh,,none of these,,Facebook,,no,,1: 1,,1: 2,,1: 0,,Nutella,,none,,1: 1,,1: 15,,1: 0,,What even is the Perimeter ,,Divinity Refectory,,1: 3,,Yes,,Soy Sauce,,no,,"no, I was eligible but chose not to vote",,SLG,,Time,,1: 9,,1: 0,,1: 7,,1: 3,,Neither they’re nasty,,Joey,,2,,I don’t know what you are talking about.,,Friends,,Burrito Bowl,,Blastoise,,1: 6,,None of the above,,I’m not an animal person,,Pitchforks,,vanilla,,Chipotle,,No,,Yes,,Clean Laundry,,1: 50,,salad bar,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 0,
